reference,title,ssrn_id,ssrn_downloads,ssrn_url,prwp_id
World Bank Policy Research Working Paper No. 7406,Are Large Firms Born or Made? Evidence from Developing Countries,2652544,83,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2652544,7406
World Bank Policy Research Working Paper No. 2840,Public Spending and Outcomes: Does Governance Matter?,2648706,74,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2648706,2840
World Bank Policy Research Working Paper No. 7403,The Middle-Income Trap Turns Ten,2651983,565,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2651983,7403
World Bank Policy Research Working Paper No. 7399,The Pulse of Public Opinion: Using Twitter Data to Analyze Public Perception of Reform in El Salvador,2647790,68,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2647790,7399
World Bank Policy Research Working Paper No. 7402,The Impact of Syrian Refugees on the Turkish Labor Market,2650218,1035,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2650218,7402
World Bank Policy Research Working Paper No. 7397,Public Good Provision in Indian Rural Areas: The Returns to Collective Action by Microfinance Groups,2647708,29,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2647708,7397
World Bank Policy Research Working Paper No. 7395,"Preferences, Purchasing Power Parity, and Inequality: Analytical Framework, Propositions, and Empirical Evidence",2647155,87,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2647155,7395
World Bank Policy Research Working Paper No. 7401,Review of Logistics Service Regulations for Freight Forwarding Businesses: What Should Be Addressed for a Better Logistics Regulatory Framework?,2649249,256,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2649249,7401
World Bank Policy Research Working Paper No. 7405,Business Practices in Small Firms in Developing Countries,2652534,62,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2652534,7405
World Bank Policy Research Working Paper No. 7400,Export Promotion and Firm Entry into and Survival in Export Markets,2647791,57,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2647791,7400
World Bank Policy Research Working Paper No. 3132,Regional Integration and Technology Diffusion: The Case of the North America Free Trade Agreement,2647154,30,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2647154,3132
World Bank Policy Research Working Paper No. 7398,Nowcasting Prices Using Google Trends: An Application to Central America,2647789,91,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2647789,7398
World Bank Policy Research Working Paper No. 7382,"Self-Help Groups, Savings and Social Capital: Evidence from a Field Experiment in Cambodia",2638100,20,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2638100,7382
World Bank Policy Research Working Paper No. 2295,Resolving Bank Failures in Argentina - Recent Developments and Issues,2643994,17,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2643994,2295
World Bank Policy Research Working Paper No. 7394,Can Improved Biomass Cookstoves Contribute to REDD+ in Low-Income Countries? Evidence from a Controlled Cooking Test Trial with Randomized Behavioral Treatments,2646307,52,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2646307,7394
World Bank Policy Research Working Paper No. 7389,Impact of Property Rights Reform to Support China?S Rural-Urban Integration: Village-Level Evidence from the Chengdu National Experiment,2642591,38,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2642591,7389
World Bank Policy Research Working Paper No. 2187,Who Determines Mexican Trade Policy?,2643991,19,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2643991,2187
World Bank Policy Research Working Paper No. 2251,Will the Euro Create a Bonanza for Africa?,2643992,10,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2643992,2251
World Bank Policy Research Working Paper No. 7384,The Impact of Secondary Schooling in Kenya: A Regression Discontinuity Analysis,2640802,183,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2640802,7384
World Bank Policy Research Working Paper No. 7391,Identifying and Spurring High-Growth Entrepreneurship: Experimental Evidence from a Business Plan Competition,2643193,221,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2643193,7391
World Bank Policy Research Working Paper No. 7387,Gender Education Gaps Among Indigenous and Nonindigenous Groups in Bolivia,2642069,43,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2642069,7387
World Bank Policy Research Working Paper No. 7392,A Decade of Declining Earnings Inequality in the Russian Federation,2643996,44,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2643996,7392
World Bank Policy Research Working Paper No. 7388,Impact of Property Rights Reform to Support China?S Rural-Urban Integration: Household-Level Evidence from the Chengdu National Experiment,2642590,94,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2642590,7388
World Bank Policy Research Working Paper No. 2121,Fiscal Management in Federal Democracies: Argentina and Brazil,2643990,38,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2643990,2121
World Bank Policy Research Working Paper No. 7386,Should Latin America Save More to Grow Faster?,2640766,50,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2640766,7386
World Bank Policy Research Working Paper No. 7385,Distributional Impacts of Energy Cross-Subsidization in Transition Economies: Evidence from Belarus,2640803,31,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2640803,7385
World Bank Policy Research Working Paper No. 7393,The Impact of an Accountability Intervention with Diagnostic Feedback: Evidence from Mexico,2643997,28,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2643997,7393
World Bank Policy Research Working Paper No. 2496,Perspectives on the Sources of Heterogeneity in Indian Industry,2643995,10,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2643995,2496
World Bank Policy Research Working Paper No. 7390,Depreciations Without Exports? Global Value Chains and the Exchange Rate Elasticity of Exports,2642592,232,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2642592,7390
World Bank Policy Research Working Paper No. 7380,"Diversification, Growth, and Volatility in Asia",2637111,48,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2637111,7380
World Bank Policy Research Working Paper No. 7374,Unconditional Cash Transfers in China:  an Analysis of the Rural Minimum Living Standard Guarantee Program,2634272,119,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2634272,7374
World Bank Policy Research Working Paper No. 7376,Impacts on Poverty of Removing Fuel Import Subsidies in Nigeria,2635707,56,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2635707,7376
World Bank Policy Research Working Paper No. 7375,Do Performance Agreements Help Improve Service Delivery? The Experience of Brazilian States,2634783,37,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2634783,7375
World Bank Policy Research Working Paper No. 7378,Subjective Well-Being Across the Lifespan in Europe and Central Asia,2637109,47,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2637109,7378
World Bank Policy Research Working Paper No. 7381,Climate-Informed Decisions: The Capital Investment Plan as a Mechanism for Lowering Carbon Emissions,2638099,63,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2638099,7381
World Bank Policy Research Working Paper No. 7371,A New Cross-National Measure of Corruption,2633791,335,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2633791,7371
World Bank Policy Research Working Paper No. 7379,Lower Bounds on Inequality of Opportunity and Measurement Error,2637110,20,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2637110,7379
World Bank Policy Research Working Paper No. 7383,"Charter School Entry and School Choice: The Case of Washington, D.C",2637703,85,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2637703,7383
World Bank Policy Research Working Paper No. 7377,Does Longer Compulsory Education Equalize Schooling by Gender and Rural/Urban Residence?,2635708,29,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2635708,7377
World Bank Policy Research Working Paper No. 7382,"Self-Help Groups, Savings and Social Capital: Evidence from a Field Experiment in Cambodia",2637702,79,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2637702,7382
World Bank Policy Research Working Paper No. 7381,Climate-Informed Decisions: The Capital Investment Plan as a Mechanism for Lowering Carbon Emissions,2637701,31,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2637701,7381
World Bank Policy Research Working Paper No. 7372,The Impact of Expanding Access to Early Childhood Services in Rural Indonesia: Evidence from Two Cohorts of Children,2634270,62,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2634270,7372
World Bank Policy Research Working Paper No. 7373,"Estimating Poverty with Panel Data, Comparably: An Example from Jordan",2634271,64,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2634271,7373
World Bank Policy Research Working Paper No. 7358,Using Probabilistic Models to Appraise and Decide on Sovereign Disaster Risk Financing and Insurance,2626267,55,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2626267,7358
World Bank Policy Research Working Paper No. 7356,Quantifying Through Ex Post Assessments the Micro-Level Impacts of Sovereign Disaster Risk Financing and Insurance Programs,2626265,66,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2626265,7356
World Bank Policy Research Working Paper No. 7360,Use of Catastrophe Risk Models in Assessing Sovereign Food Security for Risk Transfer,2626269,23,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2626269,7360
World Bank Policy Research Working Paper No. 7365,The Export-Productivity Link in Brazilian Manufacturing Firms,2630381,42,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2630381,7365
World Bank Policy Research Working Paper No. 7352,Do Poor Countries Really Need More it? The Role of Relative Prices and Industrial Composition,2625340,33,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2625340,7352
World Bank Policy Research Working Paper No. 7367,The Impacts of Trade Facilitation Measures on International Trade Flows,2630819,132,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2630819,7367
World Bank Policy Research Working Paper No. 7354,"Pyramid Capitalism: Political Connections, Regulation, and Firm Productivity in Egypt",2626263,135,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2626263,7354
World Bank Policy Research Working Paper No. 7366,Transport Policies and Development,2630818,125,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2630818,7366
World Bank Policy Research Working Paper No. 7357,The Indirect Cost of Natural Disasters and an Economic Definition of Macroeconomic Resilience,2626266,189,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2626266,7357
World Bank Policy Research Working Paper No. 7344,The Next Wave of Deaths from Ebola? The Impact of Health Care Worker Mortality,2628476,86,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2628476,7344
World Bank Policy Research Working Paper No. 7364,Can Minimum Wages Close the Gender Wage Gap? Evidence from Indonesia,2630380,61,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2630380,7364
World Bank Policy Research Working Paper No. 7359,Linking Risk Models to Microeconomic Indicators,2626268,47,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2626268,7359
World Bank Policy Research Working Paper No. 7351,"Hybrid Issuance Regimes for Corporate Bonds in Emerging Market Countries: Analysis, Impact and Policy Choices",2625339,41,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2625339,7351
World Bank Policy Research Working Paper No. 7355,Public Expenditure Following Disasters,2626264,69,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2626264,7355
World Bank Policy Research Working Paper No. 7363,Global Liquidity and External Bond Issuance in Emerging Markets and Developing Economies,2630379,314,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2630379,7363
World Bank Policy Research Working Paper No. 7362,Improving Education Outcomes in South Asia: Findings from a Decade of Impact Evaluations,2630378,75,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2630378,7362
World Bank Policy Research Working Paper No. 7361,Electoral Rules and Political Selection: Theory and Evidence from a Field Experiment in Afghanistan,2630377,27,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2630377,7361
World Bank Policy Research Working Paper No. 7353,"Capital Market Financing, Firm Growth, and Firm Size Distribution",2626262,90,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2626262,7353
World Bank Policy Research Working Paper No. 7342,Using National Statistics to Increase Transparency of Large Land Acquisition: Evidence from Ethiopia,2623784,42,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2623784,7342
World Bank Policy Research Working Paper No. 7338,What Drives Local Food Prices? Evidence from the Tanzanian Maize Market,2623780,64,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2623780,7338
World Bank Policy Research Working Paper No. 7350,Hukou and Highways: The Impact of China?S Spatial Development Policies on Urbanization and Regional Inequality,2625338,168,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2625338,7350
World Bank Policy Research Working Paper No. 7347,Gold Mining and Proto-Urbanization: Recent Evidence from Ghana,2625335,31,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2625335,7347
World Bank Policy Research Working Paper No. 7349,Biogas: Clean Energy Access with Low-Cost Mitigation of Climate Change,2625337,46,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2625337,7349
World Bank Policy Research Working Paper No. 7339,Small Cash Rewards for Big Losers: Experimental Insights into the Fight Against the Obesity Epidemic,2623781,24,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2623781,7339
World Bank Policy Research Working Paper No. 7343,Rate of Return Regulation and Emission Permits Trading Under Uncertainty,2623785,31,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2623785,7343
World Bank Policy Research Working Paper No. 7348,Long-Run Effects of Temporary Incentives on Medical Care Productivity,2625336,13,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2625336,7348
World Bank Policy Research Working Paper No. 7346,The Economics of Policy Instruments to Stimulate Wind Power in Brazil,2625334,32,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2625334,7346
World Bank Policy Research Working Paper No. 7345,High-Powered Incentives and Communication Failure,2624847,23,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2624847,7345
World Bank Policy Research Working Paper No. 7340,Public-Private Partnerships:  Promise and Hype,2623782,121,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2623782,7340
World Bank Policy Research Working Paper No. 7341,How Much Could South Asia Benefit from Regional Electricity Cooperation and Trade?,2623783,64,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2623783,7341
World Bank Policy Research Working Paper No. 7334,Quality and Accountability in Healthcare Delivery: Audit Evidence from Primary Care Providers in India,2622320,123,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2622320,7334
World Bank Policy Research Working Paper No. 7323,Cooperative Behavior and Common Pool Resources: Experimental Evidence from Community Forest User Groups in Nepal,2621877,58,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2621877,7323
World Bank Policy Research Working Paper No. 7329,Estimating Local Poverty Measures Using Satellite Images: A Pilot Application to Central America,2622315,61,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2622315,7329
World Bank Policy Research Working Paper No. 7328,Cross-Border Electricity Cooperation in South Asia,2622314,164,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2622314,7328
World Bank Policy Research Working Paper No. 7317,Effects of Income Inequality on Aggregate Output,2621871,493,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2621871,7317
World Bank Policy Research Working Paper No. 7332,Latent Trade Diversification and its Relevance for Macroeconomic Stability,2622318,16,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2622318,7332
World Bank Policy Research Working Paper No. 7331,Women Left Behind? Poverty and Headship in Africa,2622317,86,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2622317,7331
World Bank Policy Research Working Paper No. 7320,Placing Bank Supervision in the Central Bank: Implications for Financial Stability Based on Evidence from the Global Crisis,2621874,99,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2621874,7320
World Bank Policy Research Working Paper No. 7330,A Quarter Century Effort Yet to Come of Age: A Survey of Power Sector Reforms in Developing Countries,2622316,138,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2622316,7330
World Bank Policy Research Working Paper No. 7324,Do Improved Biomass Cookstoves Reduce Fuelwood Consumption and Carbon Emissions? Evidence from Rural Ethiopia Using a Randomized Treatment Trial with Electronic Monitoring,2621878,61,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2621878,7324
World Bank Policy Research Working Paper No. 7336,Political Connections and Tariff Evasion:  Evidence from Tunisia,2622814,57,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2622814,7336
World Bank Policy Research Working Paper No. 7337,"The Consumption, Income, and Wealth of the Poorest: Cross-Sectional Facts of Rural and Urban Sub-Saharan Africa for Macroeconomists",2623338,31,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2623338,7337
World Bank Policy Research Working Paper No. 7335,"When Elites Meet: Decentralization, Power-Sharing, and Public Goods Provision in Post-Conflict Sierra Leone",2622813,42,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2622813,7335
World Bank Policy Research Working Paper No. 7333,"Demography, Urbanization and Development: Rural Push, Urban Pull and... Urban Push?",2622319,104,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2622319,7333
World Bank Policy Research Working Paper No. 7322,Inclusive Economic Growth in America?S Cities: What?S the Playbook and the Score?,2621876,126,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2621876,7322
World Bank Policy Research Working Paper No. 7321,"Hayek, Local Information, and the Decentralization of State-Owned Enterprises in China",2621875,137,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2621875,7321
World Bank Policy Research Working Paper No. 7326,Community Managed Forest Groups and Preferences for REDD  Contract Attributes: A Choice Experiment Survey of Communities in Nepal,2621880,60,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2621880,7326
World Bank Policy Research Working Paper No. 7319,How Costly are Labor Gender Gaps? Estimates for the Balkans and Turkey,2621873,55,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2621873,7319
World Bank Policy Research Working Paper No. 7318,Small Firms? Formalization: The Stick Treatment,2621872,18,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2621872,7318
World Bank Policy Research Working Paper No. 7325,The Effect of Nonbinding Agreements on Cooperation Among Forest User Groups in Nepal and Ethiopia,2621879,18,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2621879,7325
World Bank Policy Research Working Paper No. 7327,Does Collective Action Sequester Carbon? The Case of the Nepal Community Forestry Program,2621881,34,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2621881,7327
World Bank Policy Research Working Paper No. 7307,Teacher Performance Pay: Experimental Evidence from Pakistan,2618918,74,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2618918,7307
World Bank Policy Research Working Paper No. 7314,Seeking Shared Prosperity Through Trade,2620022,37,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2620022,7314
World Bank Policy Research Working Paper No. 7312,The Socioeconomic Impacts of Energy Reform in Tunisia: A Simulation Approach,2620020,38,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2620020,7312
World Bank Policy Research Working Paper No. 7315,Product Standards and Firms? Export Decisions,2620462,55,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2620462,7315
World Bank Policy Research Working Paper No. 7311,Understanding the Operations of Freight Forwarders: Evidence from Serbia,2620019,93,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2620019,7311
World Bank Policy Research Working Paper No. 7309,Extending the School Day in Latin America and the Caribbean,2620017,72,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2620017,7309
World Bank Policy Research Working Paper No. 7316,Magical Transition? Intergenerational Educational and Occupational Mobility in Rural China: 1988?2002,2621870,59,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2621870,7316
World Bank Policy Research Working Paper No. 7304,Is the WTO Passe?,2618915,104,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2618915,7304
World Bank Policy Research Working Paper No. 7308,Estimating the Gravity Model When Zero Trade Flows are Frequent and Economically Determined,2619473,279,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2619473,7308
World Bank Policy Research Working Paper No. 7310,Fertility Transition in Turkey?Who is Most at Risk of Deciding Against Child Arrival?,2619475,20,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2619475,7310
World Bank Policy Research Working Paper No. 7313,Energy Subsidies Reform in Jordan: Welfare Implications of Different Scenarios,2620021,47,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2620021,7313
World Bank Policy Research Working Paper No. 7284,Business Cycles Accounting for Paraguay,2613752,24,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2613752,7284
World Bank Policy Research Working Paper No. 7290,Costs and Benefits of Land Fragmentation: Evidence from Rwanda,2614186,57,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2614186,7290
World Bank Policy Research Working Paper No. 7299,Business Regulations and Growth,2616557,270,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2616557,7299
World Bank Policy Research Working Paper No. 7297,"The Improved Biomass Stove Saves Wood, But How Often Do People Use it? Evidence from a Randomized Treatment Trial in Ethiopia",2616555,51,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2616555,7297
World Bank Policy Research Working Paper No. 7288,"Financial Inclusion, Productivity Shocks, and Consumption Volatility in Emerging Economies",2614184,50,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2614184,7288
World Bank Policy Research Working Paper No. 7294,Toward a New Definition of Shared Prosperity: A Dynamic Perspective from Three Countries,2616065,39,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2616065,7294
World Bank Policy Research Working Paper No. 7287,Unbundling Institutions for External Finance: Worldwide Firm-Level Evidence,2613755,61,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2613755,7287
World Bank Policy Research Working Paper No. 7292,Ethiopia?S Growth Acceleration and How to Sustain It?Insights from a Cross-Country Regression Model,2616063,62,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2616063,7292
World Bank Policy Research Working Paper No. 7296,Preferences for REDD+ Contract Attributes in Low-Income Countries: A Choice Experiment in Ethiopia,2616554,47,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2616554,7296
World Bank Policy Research Working Paper No. 7286,"Policies, Prices, and Poverty: The Sugar, Vegetable Oil, and Flour Industries in Senegal",2613754,55,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2613754,7286
World Bank Policy Research Working Paper No. 7283,A Behavioral Approach to Water Conservation: Evidence from Costa Rica,2613750,137,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2613750,7283
World Bank Policy Research Working Paper No. 7293,New Evidence on the Cyclicality of Fiscal Policy,2616064,93,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2616064,7293
World Bank Policy Research Working Paper No. 7301,Stagnant Stunting Rate Despite Rapid Economic Growth in Papua New Guinea?Factors Correlated with Malnutrition Among Children Under Five,2617055,60,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2617055,7301
World Bank Policy Research Working Paper No. 7302,Determinants of Tobacco Consumption in Papua New Guinea: Challenges in Changing Behaviors,2617056,36,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2617056,7302
World Bank Policy Research Working Paper No. 7300,Market Imperfections Exacerbate the Gender Gap: The Case of Malawi,2617054,41,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2617054,7300
World Bank Policy Research Working Paper No. 7298,Do Capital Inflows Boost Growth in Developing Countries? Evidence from Sub-Saharan Africa,2616556,81,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2616556,7298
World Bank Policy Research Working Paper No. 7291,How Unfair is the Inequality of Wage Earnings in Russia? Estimates from Panel Data,2614187,32,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2614187,7291
World Bank Policy Research Working Paper No. 7285,Smallholders? Land Ownership and Access in Sub-Saharan Africa: A New Landscape?,2613753,82,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2613753,7285
World Bank Policy Research Working Paper No. 7289,Review of International Practices for Determining Medium-Term Resource Needs of Spending Agencies,2614185,43,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2614185,7289
World Bank Policy Research Working Paper No. 7303,Formulas for Failure? Were the Doha Tariff Formulas Too Ambitious for Success?,2617519,20,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2617519,7303
World Bank Policy Research Working Paper No. 7295,The Economic Viability of Jatropha Biodiesel in Nepal,2616066,25,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2616066,7295
World Bank Policy Research Working Paper No. 7281,Agriculture Production and Transport Infrastructure in East Africa: An Application of Spatial Autoregression,2613210,76,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2613210,7281
World Bank Policy Research Working Paper No. 7260,Inequality of Outcomes and Inequality of Opportunity in Tanzania,2609378,56,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2609378,7260
World Bank Policy Research Working Paper No. 7264,Does Access to Foreign Markets Shape Internal Migration? Evidence from Brazil,2609381,10,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2609381,7264
World Bank Policy Research Working Paper No. 7270,Poverty Dynamics in India between 2004 and 2012: Insights from Longitudinal Analysis Using Synthetic Panel Data,2608762,131,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2608762,7270
World Bank Policy Research Working Paper No. 7282,How Much of the Labor in African Agriculture is Provided by Women?,2613749,73,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2613749,7282
World Bank Policy Research Working Paper No. 7277,Delivering Education: A Pragmatic Framework for Improving Education in Low-Income Countries,2610916,127,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2610916,7277
World Bank Policy Research Working Paper No. 7279,Firms? Locational Choice and Infrastructure Development in Rwanda,2613168,45,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2613168,7279
World Bank Policy Research Working Paper No. 7267,World Bank Policy Lending and the Quality of Public Sector Governance,2606840,70,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2606840,7267
World Bank Policy Research Working Paper No. 7276,Doing the Survey Two-Step: The Effects of Reticence on Estimates of Corruption in Two-Stage Survey Questions,2609623,39,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2609623,7276
World Bank Policy Research Working Paper No. 7280,Firm Inventory Behavior in East Africa,2613209,24,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2613209,7280
World Bank Policy Research Working Paper No. 7272,Agricultural Technology Choice and Transport,2607772,58,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2607772,7272
World Bank Policy Research Working Paper No. 7278,Firm Productivity and Infrastructure Costs in East Africa,2613167,56,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2613167,7278
World Bank Policy Research Working Paper No. 7273,Infrastructure in Conflict-Prone and Fragile Environments: Evidence from the Democratic Republic of Congo,2607773,98,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2607773,7273
World Bank Policy Research Working Paper No. 7268,Do Public Health Interventions Crowd Out Private Health Investments? Malaria Control Policies in Eritrea,2606842,28,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2606842,7268
World Bank Policy Research Working Paper No. 7261,"Was Weber Right? The Effects of Pay for Ability and Pay for Performance on Pro-Social Motivation, Ability and Effort in the Public Sector",2609379,87,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2609379,7261
World Bank Policy Research Working Paper No. 7263,The Local Economic Impacts of Resource Abundance: What Have We Learned?,2609380,186,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2609380,7263
World Bank Policy Research Working Paper No. 7269,Women Managers and the Gender-Based Gap in Access to Education: Evidence from Firm-Level Data in Developing Countries,2609176,46,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2609176,7269
World Bank Policy Research Working Paper No. 7271,Transport Infrastructure and Welfare: An Application to Nigeria,2607771,106,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2607771,7271
World Bank Policy Research Working Paper No. 7274,Road Improvement and Deforestation in the Congo Basin Countries,2607774,59,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2607774,7274
World Bank Policy Research Working Paper No. 7275,Transforming Electricity Governance in India: Has India?S Power Sector Regulation Enabled Consumers? Power?,2609622,105,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2609622,7275
