upi,first_name,last_name,main,unit,scholar_id,title,author,journal,number,cites,year,cid,pubid
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Who benefits from promoting small enterprises? Some empirical evidence from Ethiopia,"B Rijkers, CR Laderchi, F Teal",World Development,"38 (4), 523-540",18,2010,12416564840841097006,eQOLeE2rZwMC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Risky business: Political instability and Greenfield foreign direct investment in the Arab World,"MJ Burger, E Ianchovichina, B Rijkers",World Bank Policy Research Working Paper,,17,2013,5767222545462546124,ZeXyd9-uunAC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,All in the family: state capture in Tunisia,"C Freund, A Nucifora, B Rijkers",Policy Research Working Paper Series,,16,2014,9320100158128125323,olpn-zPbct0C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Working toward better pay: Earnings dynamics in Ghana and Tanzania,"P Falco, A Kerr, P Paci, B Rijkers",World Bank Publications,,16,2014,2647790268028442595,mB3voiENLucC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Coping with crises: why and how to protect employment and earnings,"P Paci, A Revenga, B Rijkers",,,16,2009,11591002590714105181,3fE2CSJIrl8C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Coping with crises: why and how to protect employment and earnings,"P Paci, A Revenga, B Rijkers",,,16,2009,11591002590714105181,qjMakFHDy7sC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Coping with crises: Policies to protect employment and earnings,"P Paci, A Revenga, B Rijkers",The World Bank Research Observer,"27 (1), 106-141",15,2012,5861348450500250577,5nxA0vEk-isC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,"Cronyism, corruption, and the Arab Spring: The case of Tunisia","A Nucifora, E Churchill, B Rijkers",,"2015 Index of Economic Freedom, 47-56",13,2015,9201576337100626021,abG-DnoFyZgC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,"The unfinished revolution: bringing opportunity, good jobs and greater wealth to all Tunisians","A Nucifora, B Rijkers, B Funck","Development Policy Review, Publisher: The World Bank",,13,2014,17777399035649312273,_Qo2XoVZTnwC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Ladies first? firm-level evidence on the labor impacts of the East Asian crisis,"M Hallward-Driemeier, B Rijkers, A Waxman",Firm-Level Evidence on the Labor Impacts of the East Asian Crisis (September …,,13,2011,11629168847661258339,zYLM7Y9cAGgC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Are politically connected firms more likely to evade taxes? evidence from Tunisia,"B Rijkers, H Arouri, L Baghdadi",The World Bank Economic Review,"30 (Supplement_1), S166-S175",12,2017,5307598814951245500,HoB7MX3m0LUC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,"Episodes of unemployment reduction in rich, middle-income and transition economies","C Freund, B Rijkers",Journal of Comparative Economics,"42 (4), 907-923",10,2014,7822647471878622639,Tiz5es2fbqcC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Employment Miracles,"C Freund, B Rijkers",IMF Jacques Polak Annual Conference Paper,,9,2012,6750550910476214478,YsMSGLbcyi4C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Who benefits from promoting small and medium scale enterprises? some empirical evidence from Ethiopia,"B Rijkers, C Ruggeri Laderchi, F Teal",Some Empirical Evidence from Ethiopia (May,"1, 2008). World Bank Policy …",9,2008,2821323252961773756,roLk4NBRz8UC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Who benefits from promoting small and medium scale enterprises? some empirical evidence from Ethiopia,"B Rijkers, C Ruggeri Laderchi, F Teal",Some Empirical Evidence from Ethiopia (May,"1, 2008). World Bank Policy …",9,2008,2821323252961773756,Tyk-4Ss8FVUC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Household Impacts of Tariffs: Data and Results from Agricultural Trade Protection,"E Artuc, G Porto, B Rijkers",The World Bank Economic Review,"35 (3), 563-585",8,2021,4473145502989619412,geHnlv5EZngC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Toward Successful Development Policies: Insights from Research in Development Economics,"E Artuc, R Cull, S Dasgupta, R Fattal, D Filmer, X Giné, HG Jacoby, ...",,,8,2020,18055979548808034366,5Ul4iDaHHb8C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Crunch Time in the Developing World Too? Policy options for dealing with the potential poverty and distributional impact of the financial crisis,"P Paci, B Rijkers, A Seinaert","World Bank Poverty Reduction Group, PRMVP",,8,2008,14320249750806061446,IjCSPb-OGe4C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Does Better Information Curb Customs Fraud?,"C Chalendard, A Duhaut, AM Fernandes, A Mattoo, G Raballand, ...",CESifo Working Paper,,7,2020,1793744121014903125,V3AGJWp-ZtQC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Labor Supply Responses to Health Shocks: Evidence from High-Frequency Labor Market Data from Urban Ghana,"R Heath, G Mansuri, B Rijkers",Journal of Human Resources,0618-9584R2,7,2019,8960056505290912999,sSrBHYA8nusC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Measuring employment in developing countries. evidence from a survey experiment,"R Heath, G Mansuri, D Sharma, B Rijkers, W Seitz",World Bank Working Paper,,7,2016,7356254761783799449,VOx2b1Wkg3QC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Measuring Employment: Experimental Evidence from Urban Ghana,"R Heath, G Mansuri, B Rijkers, W Seitz, D Sharma",The World Bank Economic Review,"35 (3), 635-651",6,2021,399107436019120747,1qzjygNMrQYC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Does Democratization Promote Competition?: Indonesian Manufacturing Pre and Post Suharto,"M Hallward-Driemeier, A Kochanova, B Rijkers",Indonesian Manufacturing Pre and Post Suharto (January,"21, 2020). World Bank …",5,2020,16535056523544529877,8AbLer7MMksC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Customs reform and performance contracts: Early results from Madagascar,"GJRF Raballand, CR Chalendard, AM Fernandes, A Mattoo, B Rijkers",The World Bank,,5,2017,12427694401962146109,bnK-pcrLprsC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Which Firms Create the Most Jobs in Developing Countries? Evidence from Tunisia. World Bank Policy Research Paper No. 7068,"B Rijkers, H Arouri, C Freund, A Nucifora","Washington, DC",,5,2014,17835603616815492350,uWQEDVKXjbEC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,All in the family: state capture in Tunisia,"A Nucifora, B Rijkers, C Freund",World bank policy research working paper,6810,5,2014,14070862704617826104,bFI3QPDXJZMC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Rural non-farm enterprises in Ethiopia: Challenges and prospects,"B Rijkers, M Söderbom, F Teal","Rural Europe in the Global Agra-Food System, Copenhagen",,5,2008,16204772695718064465,zA6iFVUQeVQC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Obstacles on the road to Palestinian economic growth,"R Van Der Weide, B Rijkers, B Blankespoor, AS Abrahams",World Bank Policy Research Working Paper,,4,2018,2765307874008640836,b0M2c_1WBrUC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Deals and delays: firm-level evidence on corruption and policy implementation times,"CL Freund, M Hallward-Driemeier, B Rijkers",World Bank Policy Research Working Paper,,4,2014,9773971235324044060,1yQoGdGgb4wC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Elite capture of foreign aid: Evidence from offshore bank accounts,"N Johannesen, JJ Andersen, B Rijkers",CEPR Discussion Paper No. DP,P14481,3,2020,1476004758110374808,eflP2zaiRacC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,State Capture in Ben Ali’s Tunisia’,"H Arouri, L Baghdadi, B Rijkers",Crony Capitalism in the Middle East: Business and Politics from …,,3,2019,7136102963803743384,l7t_Zn2s7bgC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Job creation: a big role for big firms,"B Rijkers, H Arouri",The World Bank,,3,2012,15137424339880908070,r0BpntZqJG4C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Market integration and structural transformation in a poor rural economy,"M Soderbom, B Rijkers",The World Bank,,3,2009,65346321036609289,Y0pCki6q_DkC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Technology (Ab) use and Corruption in Customs,"C Chalendard, AM Fernandes, G Raballand, B Rijkers",Unpublished Manuscript,,2,2020,5388482034325342287,tkaPQYYpVKoC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Collusion in Customs: Evidence from Madagascar,"B Rijkers, C Chalendard, A Fernandes, A Mattoo, G Raballand",World Bank mimeo,,2,2018,12158804519341822288,SdhP9T11ey4C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Labor supply responses to illness shocks: evidence from high-frequency labor market data from urban Ghana,"R Heath, G Mansuri, B Rijkers",Policy Res. Work. Pap. WPS,"S9046, World Bank, Washington, DC Google Scholar …",2,2018,2644661170611845419,BrmTIyaxlBUC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Measuring Employment: Experimental Evidence from Ghana,"R Heath, G Mansuri, D Sharma, B Rijkers, W Seitz",Working paper,,2,2017,8436695050075014644,B3FOqHPlNUQC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,All in the Family,"B Rijkers, C Freund, A Nucifora",Elsevier,,2,2017,12079164476106636886,PR6Y55bgFSsC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Réseaux Politiques Et Fraude Douanière: Données Tirées de L'expérience Tunisienne,"B Rijkers, B Rijkers, L Baghdadi, G Raballand",World Bank,,2,2015,18353992218161383553,bEWYMUwI8FkC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Barriers to the Creation of Good-Quality Jobs in Tunisia: Economic Stagnation and Private Sector Paralysis,"A Nucifora, D Doemeland, B Rijkers","World Bank: Washington, DC",,2,2014,2075980840431210013,RHpTSmoSYBkC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Trading Off the Income Gains and the Inequality Costs of Trade Policy,"B Rijkers, E Artuc, GG Porto",World Bank Policy Research Working Paper,,1,2019,2518802984268562648,K3LRdlH-MEoC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Collusion in Customs: Evidence from Madagascar,"C Chalendard, AM Fernandes, A Mattoo, G Raballand, B Rijkers",,,1,2018,17126391759719461301,tS2w5q8j5-wC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Does cronyism curtail competition? Evidence from Indonesia,"A Kochanova, B Rijkers, M Hallward-Driemeier",Working paper,,1,2018,12589053852930750643,P5F9QuxV20EC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Trading-off the Income Gains and the Inequality Costs of Trade Policy,"E Artuc, GG Porto, B Rijkers",Documentos de Trabajo del CEDLAS,,1,2018,8058480215524720709,9vf0nzSNQJEC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Do Employers' Responses to Crises Impact Men and Women Differently? Firm‐level Evidence from Indonesia,"M Hallward‐Driemeier, B Rijkers, A Waxman",Review of Development Economics,"21 (4), 1018-1056",1,2017,14650632223540194978,pqnbT2bcN3wC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Are Politically Connected Firms More Likely to Evade Taxes?,"B Rijkers, H Arouri, L Baghdadi",Published by Oxford University Press on behalf of the World Bank,,1,2016,15319721444392323275,vRqMK49ujn8C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Mind the gap? a rural-urban comparison of manufacturing firms,"B Rijkers, M Soderbom, JL Loening",A Rural-Urban Comparison of Manufacturing Firms (June,"1, 2009). World Bank …",1,2009,4620291175935529934,MXK_kJrjxJIC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Mind the gap? a rural-urban comparison of manufacturing firms,"B Rijkers, M Soderbom, JL Loening",A Rural-Urban Comparison of Manufacturing Firms (June,"1, 2009). World Bank …",1,2009,4620291175935529934,hqOjcs7Dif8C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Mind the gap? a rural-urban comparison of manufacturing firms,"B Rijkers, M Soderbom, JL Loening",A Rural-Urban Comparison of Manufacturing Firms (June,"1, 2009). World Bank …",1,2009,4620291175935529934,UebtZRa9Y70C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Small Enterprise Performance and Labour Market Outcomes in Ethiopia,B Rijkers,Oxford University,,1,2008,14955319549648314377,WF5omc3nYNoC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,State Capture Analysis,"G Raballand, B Rijkers","World Bank, Washington, DC",,0,2021,NA,LjlpjdlvIbIC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Does Democratization Promote Competition? Evidence from Indonesia,"M Hallward-Driemeier, A Kochanova, B Rijkers",The Economic Journal,,0,2021,NA,N5tVd3kTz84C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Who on Earth Can Work from Home?,"C Ozden, B Rijkers, M Viollaz, H Winkler",The World Bank Research Observer,,0,2021,NA,WqliGbK-hY8C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Corruption in Customs,"C Chalendard, AM Fernandes, G Raballand, B Rijkers","World Bank, Washington, DC",,0,2021,NA,JQOojiI6XY0C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Protectionism and gender inequality in developing countries,"E Artuc, N Depetris Chauvin, G Porto, B Rijkers","World Bank, Washington, DC",,0,2021,NA,dQ2og3OwTAUC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Collusion in Customs,"C Chalendard, AM Fernandes, G Raballand, B Rijkers",,,0,2020,NA,eq2jaN3J8jMC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,"Robots, Tasks, and Trade","P Bastos, E Artuc, B Rijkers",,,0,2020,NA,D_sINldO8mEC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Elite Capture of Foreign Aid,"JJ Andersen, N Johannesen, B Rijkers","World Bank, Washington, DC",,0,2020,NA,ZuybSZzF8UAC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Which Jobs Are Most Vulnerable to COVID-19? What an Analysis of the European Union Reveals,"B Rijkers, C Özden, DG Sanchez, NG Parra",,,0,2020,NA,eMMeJKvmdy0C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Detecting Corruption and State Capture,B Rijkers,Policy,,0,2019,NA,fQNAKQ3IYiAC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Proteccionismo y desigualdad de género en países en desarrollo,"GG Porto, E Artuc, N Depetris Chauvin, B Rijkers",IV Jornada de Investigación en Ciencias Económicas (La Plata,21 de …,0,2019,NA,_B80troHkn4C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Household Impacts of Tariffs,"E Artuc, G Porto, B Rijkers","World Bank, Washington, DC",,0,2019,NA,t6usbXjVLHcC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Labor Supply Responses to Health Shocks,"R Heath, G Mansuri, B Rijkers","Washington, DC: World Bank",,0,2019,NA,4fKUyHm3Qg0C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Deals and Delays,"C Freund, M Hallward-Driemeier, B Rijkers",Published by Oxford University Press on behalf of the World Bank,,0,2016,NA,xtRiw3GOFMkC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Which firms create the most jobs in developing countries? evidence from Tunisia,"H Arouri, C Freund, A Nucifora, B Rijkers, H Arouri, C Freund, A Nucifora, ...",Policy Research Working Paper Series,,0,2014,NA,XiVPGOgt02cC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Structural Stagnation,"B Rijkers, H Arrouri, C Freund, A Nucifora",,,0,2013,NA,a0OBvERweLwC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Ladies first? firm-level evidence on the labor impacts of the East Asian crisis,"A Waxman, M Hallward-Driemeier, B Rijkers",,,0,2011,NA,KlAtU1dfN6UC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Avoiding the eye of the storm: how to deal effectively with job crises,"S Johansson, A Revenga, P Paci, B Rijkers","World Bank, Washington, DC",,0,2010,NA,Zph67rFs4hoC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,A Rural-Urban Comparison of Manufacturing Enterprise Performance in Ethiopia,"M Soderbom, JL Loening, B Rijkers",,,0,2010,NA,kNdYIx-mwKoC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Avoiding the eye of the storm: how to deal effectively with job crises,"S Johansson, A Revenga, P Paci, B Rijkers","World Bank, Washington, DC",,0,2010,NA,0EnyYjriUFMC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Policy Research Working Paper Coping with Crises Why and How to Protect Employment and Earnings,"P Paci, A Revenga, B Rijkers",Policy,,0,2009,NA,M3ejUd6NZC8C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Mind the Gap?,"B Rijkers, M Söderbom, J Loening",,,0,2009,NA,dTyEYWd-f8wC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Timing And Duration Of Exposure In Evaluations Of Social Programs,"B Rijkers, CR Laderchi, F Teal",,,0,2008,NA,4TOpqqG69KYC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,The Employment Creation Impact of the Addis Ababa Integrated Housing Program w Draft,B Rijkers,,,0,2007,NA,qxL8FJ1GzNcC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Trade liberalisation and taxation,"T Albers, M Jerven, M Suesse, E Artuc, G Porto, B Rijkers, P Egger, ...",,,0,NA,NA,UHK10RUVsp4C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,State Capture in Ben Ali’s Tunisia,"H Arouri, L Baghdadi, B Rijkers",Crony Capitalism in the Middle East,173-20,0,NA,NA,VL0QpB8kHFEC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Trading Off the Income Gains and the Inequality Costs of Trade Policy,"G Porto, B Rijkers, E Artuc",World Bank Group.,,0,NA,NA,JoZmwDi-zQgC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Combatting Customs Fraud: Experimental Evidence from Madagascar,"C Chalendard, A Duhaut, AM Fernandes, A Mattoo, G Raballand, ...",,,0,NA,NA,5ugPr518TE4C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Creating formal sector jobs in low-income countries,"H Arouri, C Freund, A Nucifora, B Rijkers, R Kanbur, M Keen, E Ghani, ...",,,0,NA,NA,738O_yMBCRsC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Job losses from the credit crunch during the Great Recession,"B Clements, R de Mooij, G Schwartz, P Paci, A Revenga, B Rijkers, ...",,,0,NA,NA,4OULZ7Gr8RgC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Political Connections and Tariff Evasion: Evidence from Tunisia,,,,0,NA,NA,iH-uZ7U-co4C
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Cronyism and Industry Structure in Indonesian Manufacturing Pre and Post Suharto,"A Kochanova, B Rijkers, M Hallward-Driemeier",,,0,NA,NA,4JMBOYKVnBMC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Cronyism and Competition in Indonesian Manufacturing Pre and Post Suharto,"A Kochanova, B Rijkers, M Hallward-Driemeier",,,0,NA,NA,TQgYirikUcIC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Uganda-Health Systems Strengthening Project,"M Soderbom, B Rijkers",The World Bank,,0,NA,NA,QIV2ME_5wuYC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,Coping with crises: why and how to protect employment and earnings,"A Revenga, P Paci, B Rijkers",The World Bank,,0,NA,NA,Wp0gIr-vW9MC
309100,Bob,Rijkers,Bob Rijkers,DECTI,_4y32OAAAAAJ,HOW SHOULD LABOR MARKET POLICY RESPOND TO THE FINANCIAL CRISIS?,"HH Almeida, J Fares, D Newhouse, MLS Puerta, B Rijkers",,,0,NA,NA,YOwf2qJgpHMC
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,"International migration, economic development & policy",M Schiff,World Bank Publications,,2019,2007,"16834392547467111547,9099318951064051556,2394858883646028184,4125448920644580471,8116906963158801473,7036420924230859459,13299843627458764455",4TOpqqG69KYC
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,Diasporas,"M Beine, F Docquier, Ç Özden",Journal of Development Economics,"95 (1), 30-41",702,2011,2821935376236164999,FAceZFleit8C
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,Where on earth is everybody? The evolution of global bilateral migration 1960–2000,"Ç Özden, CR Parsons, M Schiff, TL Walmsley",The World Bank Economic Review,"25 (1), 12-56",571,2011,"964047585552697149,9914540560644959175,3296902152002518492",QIV2ME_5wuYC
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,Migrant networks and foreign direct investment,"BS Javorcik, Ç Özden, M Spatareanu, C Neagu",Journal of development economics,"94 (2), 231-241",552,2011,6123666345752915861,aqlVkmm33-oC
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,Brain waste? Educated immigrants in the US labor market,"A Mattoo, IC Neagu, Ç Özden",Journal of Development Economics,"87 (2), 255-269",442,2008,"28611777336729603,2118424687768160115",4DMP91E08xMC
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,The labour market effects of immigration and emigration in OECD countries,"F Docquier, Ç Ozden, G Peri",The Economic Journal,"124 (579), 1106-1145",400,2014,"7803988097512759390,4694365609792079149",8k81kl-MbHgC
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,"Leveraging migration for Africa: Remittances, skills, and investments",D Ratha,World Bank Publications,,355,2011,12541052466734625243,iH-uZ7U-co4C
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,"The perversity of preferences: GSP and developing country trade policies, 1976–2000","Ç Özden, E Reinhardt",Journal of Development Economics,"78 (1), 1-21",291,2005,"7231273814537831998,5986451601877736594,7931928330077364960,11837900075797336517",d1gkVwhDpl0C
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,Global talent flows,"SP Kerr, W Kerr, Ç Özden, C Parsons",Journal of Economic Perspectives,"30 (4), 83-106",252,2016,9614117089795431082,EkHepimYqZsC
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,A global assessment of human capital mobility: the role of non-OECD destinations,"E Artuc, F Docquier, Ç Özden, C Parsons",World Development,"65, 6-26",245,2015,"5763701706652037976,13349899130812239681",1sJd4Hv_s6UC
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,AGOA and apparel: who captures the tariff rent in the presence of preferential market access?,"M Olarreaga, Ç Özden",The World Economy,"28 (1), 63-77",193,2005,"8680657628946841443,15673719877028415694",u5HHmVD_uO8C
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,Remittances and the brain drain: skilled migrants do remit less,"Y Niimi, C Ozden, M Schiff",Annals of Economics and Statistics/Annales d’Économie et de Statistique,123-141,183,2010,15450331485590172838,mB3voiENLucC
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,A new profile of migrants in the aftermath of the recent economic crisis,"C Arslan, JC Dumont, Z Kone, Y Moullan, C Ozden, C Parsons, ...",OECD,,173,2015,1631990190222850543,kRWSkSYxWN8C
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,Trade preferences and differential treatment of developing countries: a selective survey,"B Hoekman, C Ozden",Available at SSRN,712123,161,2005,14652532413160384341,9yKSN-GCB0IC
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,Educated migrants: is there brain waste?,Ç Özden,"International migration, remittances, and the brain drain",227-244,158,2006,12187499007677549322,qjMakFHDy7sC
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,Migration and development research is moving far beyond remittances,"MA Clemens, Ç Özden, H Rapoport",World Development,"64, 121-124",143,2014,"6321901113273698112,16656159101665754054",8AbLer7MMksC
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,Trade policy and loss aversion,"C Freund, C Ozden",American Economic Review,"98 (4), 1675",143,2010,"16725752436711701477,6537831091761093950",R3hNpaxXUhUC
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,Physician emigration from sub-Saharan Africa to the United States: analysis of the 2011 AMA physician masterfile,"ABS Tankwanchi, Ç Özden, SH Vermund",PLoS medicine,"10 (9), e1001513",112,2013,469903251050125182,xtRiw3GOFMkC
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,High-skilled migration and agglomeration,"SP Kerr, W Kerr, Ç Özden, C Parsons",Annual Review of Economics,"9, 201-234",100,2017,11187785120070168307,AvfA0Oy_GE0C
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,Brain Waste?: Educated Immigrants in the US Labor Market,"A Mattoo, IC Neagu, Ç Özden",World Bank Publications,,98,2005,2118424687768160115,lSLTfruPkqcC
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,Price effects of preferential market access: Caribbean basin initiative and the apparel sector,"Ç Özden, G Sharma",The World Bank Economic Review,"20 (2), 241-259",94,2006,6165518248739501008,2osOgNQ5qMEC
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,The effect of China’s exports on Latin American trade with the world,"C Freund, C Ozden",China’s and India’s challenge to Latin America: Opportunity or threat,179-215,88,2009,7424211146530705253,hFOr9nPyWt4C
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,"International migration, economic development and policy","C Ozden, M Schiff",The World Bank,,79,2007,5783638799317122389,LdasjJ6CEcoC
239066,Caglar,Ozden,Caglar Ozden,DECTI,hONjAyEAAAAJ,Internal borders and migration in India,"ZL Kone, MY Liu, A Mattoo, C Ozden, S Sharma",Journal of Economic Geography,"18 (4), 729-759",76,2018,347131796785017364,PoWvk5oyLR8C
